Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,__FeatEng_target__,__index_level_0__
93.56,D,5.0,2.90581,B,A,2.35625,0,,46,65,Male,3,89263
37.01,C,3.0,,,A,2.3625,1,38.0,52,74,Female,3,89264
22.84,A,3.0,2.62325,A,A,2.2575,0,92.0,48,77,Male,2,89265
31.89,C,4.0,2.50854,C,A,1.83375,1,40.0,47,67,Male,3,89266
31.74,E,4.0,2.35326,C,B,1.80125,0,,47,62,Male,1,89267
37.17,C,3.0,2.65389,B,B,1.37375,0,,46,72,Female,2,89268
75.28,D,8.0,2.99919,C,A,3.40125,1,118.0,49,68,Male,3,89269
90.93,A,10.0,3.01522,B,C,3.65625,1,,56,92,Female,1,89270
33.08,A,10.0,,,A,2.915,0,85.0,47,64,Female,3,89272
37.82,,1.0,2.78456,C,A,2.9825,1,,52,72,Female,2,89273
109.03,E,2.0,,,F,2.86875,2,66.0,47,77,Male,3,89274
60.1,,4.0,3.36265,A,D,3.78375,0,,45,66,Male,1,89277
29.41,B,2.0,2.99782,A,C,2.53,1,50.0,51,76,Female,2,89279
45.53,D,1.0,2.59579,C,A,0.9725,0,,64,88,Female,3,89280
74.1,B,0.0,3.17669,B,B,3.365,5,,67,137,Female,1,89281
45.46,B,2.0,2.80008,A,A,4.13375,0,,49,67,Male,2,89282
15.24,,8.0,2.71959,A,B,4.2125,0,96.0,46,67,Female,2,89285
15.7,A,10.0,2.48921,B,A,3.22,0,106.0,44,66,Male,1,89286
31.78,B,10.0,2.78507,C,A,3.045,1,58.0,50,71,Male,2,89287
32.26,A,10.0,,,A,2.5775,0,75.0,48,79,Male,1,89288
109.09,D,1.0,3.01479,B,A,3.8525,3,,52,65,Female,3,89289
6.42,D,,3.03793,C,C,3.21125,1,,58,82,Male,3,89290
17.19,,6.0,2.64915,A,A,4.29375,0,,50,71,Male,2,89291
45.78,D,10.0,3.05169,B,A,1.965,2,45.0,57,107,Male,3,89292
29.15,B,10.0,,,A,3.2,0,,48,62,Male,2,89293
31.56,C,7.0,2.69845,A,A,2.21625,0,38.0,52,78,Male,2,89295
108.79,B,2.0,2.99419,B,A,1.86625,0,,50,77,Male,1,89297
6.78,B,2.0,2.67651,A,E,1.28875,0,57.0,50,71,Male,2,89298
30.13,C,5.0,2.65589,A,A,2.91,2,44.0,49,80,Female,1,89301
84.01,C,7.0,3.07592,B,A,4.39,0,,47,64,Male,3,89302
61.76,B,6.0,3.03864,C,D,3.105,0,,61,101,Male,2,89305
32.14,C,10.0,2.69639,A,E,3.95875,0,80.0,44,55,Female,3,89307
81.05,B,0.0,,,A,3.205,1,,45,82,Female,2,89308
15.74,D,5.0,2.47414,C,A,0.54,1,,47,63,Female,3,89309
29.8,A,5.0,2.93437,A,D,4.085,1,55.0,50,63,Male,1,89310
62.61,A,0.0,,,A,3.365,0,,47,75,Female,1,89311
29.91,B,2.0,,,B,2.4575,3,59.0,52,82,Male,1,89312
7.28,B,0.0,,,C,1.49125,0,,50,62,Male,2,89317
44.89,B,7.0,,,B,3.6775,0,,56,73,Male,1,89319
34.57,B,10.0,2.99012,A,B,3.305,0,86.0,50,66,Male,2,89320
30.72,,6.0,3.30947,B,C,2.59,0,,57,76,Female,2,89321
10.29,B,0.0,2.44951,A,A,3.42375,0,,50,72,Male,2,89322
67.29,E,5.0,2.73911,B,A,0.92125,1,44.0,52,79,Male,3,89324
64.91,A,10.0,3.07125,C,A,1.64875,1,63.0,77,113,Male,3,89325
25.26,,1.0,,,A,0.1,0,,46,73,Female,2,89326
33.89,C,1.0,,,A,1.43625,0,,59,89,Female,3,89329
27.33,B,3.0,2.76287,A,A,2.7575,0,,51,72,Male,2,89330
75.21,A,3.0,2.90066,C,A,2.91,0,75.0,50,70,Male,2,89331
69.46,D,2.0,,,A,3.74875,0,70.0,53,75,Male,3,89333
30.75,D,5.0,2.95602,C,A,2.80375,4,45.0,48,79,Male,3,89334
25.55,C,1.0,,,H,2.105,0,,51,65,Male,3,89335
73.01,,6.0,3.14633,B,A,3.21875,1,43.0,49,83,Male,2,89336
5.79,A,,2.41875,C,C,2.46125,0,,44,58,Female,2,89337
20.24,C,2.0,,,I,4.225,0,35.0,43,70,Male,2,89340
15.81,C,10.0,,,A,1.185,0,,50,68,Male,3,89341
32.21,C,7.0,2.70998,A,A,4.41375,2,99.0,50,62,Male,3,89344
31.45,C,0.0,,,A,2.315,0,,57,92,Female,3,89345
27.16,C,0.0,2.5203,C,B,1.5275,0,,47,58,Male,2,89347
107.25,D,10.0,2.89553,B,A,2.41375,0,39.0,53,81,Male,3,89348
36.87,A,10.0,2.85542,A,B,2.40375,0,108.0,50,72,Male,1,89349
7.2,E,10.0,2.75976,A,H,2.595,0,,46,66,Female,3,89350
62.02,,0.0,3.08129,C,A,3.21875,3,106.0,49,69,Male,3,89351
24.12,,5.0,2.65041,C,A,1.92,1,54.0,50,74,Male,2,89354
30.73,E,2.0,2.45974,C,C,0.725,3,62.0,48,75,Male,3,89355
73.98,B,6.0,2.90721,C,A,4.445,0,,46,60,Male,2,89356
46.74,D,9.0,,,B,1.03875,1,,56,101,Female,3,89357
61.7,A,5.0,2.84171,A,B,3.905,0,,47,67,Female,1,89359
31.06,B,3.0,2.57144,C,A,4.0175,0,,52,71,Male,1,89362
35.94,A,10.0,2.54917,B,A,3.8475,0,39.0,49,69,Male,1,89364
11.86,D,8.0,,,A,3.8325,1,68.0,52,77,Male,3,89365
16.66,C,5.0,,,A,4.065,0,47.0,50,62,Female,1,89366
76.76,B,7.0,3.00424,C,B,4.33375,2,,49,71,Female,3,89367
65.21,,10.0,3.18835,B,C,4.00375,1,57.0,48,79,Male,1,89368
13.82,C,9.0,2.80808,A,A,3.72375,2,,59,80,Female,3,89369
44.29,C,7.0,2.66151,B,A,1.9775,0,92.0,51,65,Male,2,89372
93.65,,10.0,,,A,2.3725,1,,51,73,Male,2,89373
24.52,E,0.0,2.61613,C,A,3.84625,4,,52,68,Male,3,89374
26.82,C,5.0,,,A,3.30125,1,68.0,55,79,Male,3,89376
107.09,A,10.0,3.25487,C,C,3.3625,1,,52,75,Male,3,89377
50.12,C,1.0,3.08056,C,D,2.355,1,34.0,65,99,Male,3,89379
34.58,C,7.0,2.65998,B,B,1.28875,0,39.0,56,82,Female,2,89380
62.04,D,10.0,,,A,4.1425,0,82.0,45,71,Male,3,89381
87.29,D,10.0,2.81384,C,B,3.0225,1,,53,74,Male,3,89382
60.59,A,,2.70078,B,B,2.9925,3,109.0,49,69,Female,1,89386
54.18,C,6.0,3.03749,C,A,4.02375,2,,46,61,Male,2,89387
72.4,E,6.0,2.92522,C,B,3.75625,0,,50,78,Male,1,89388
24.43,A,10.0,2.54138,A,B,3.48625,0,96.0,60,86,Male,1,89389
29.72,B,6.0,2.60828,B,B,2.9825,2,37.0,64,98,Male,3,89391
53.97,D,6.0,,,A,3.26375,0,,46,60,Male,3,89392
87.72,,10.0,2.81051,B,A,2.84,0,,51,78,Female,2,89395
24.49,A,9.0,2.65835,C,A,2.45375,0,66.0,49,71,Male,3,89396
2.8,,2.0,1.92855,A,A,2.66,0,,43,68,Male,1,89397
23.93,D,10.0,,,B,2.045,3,,48,92,Female,3,89398
10.43,A,0.0,2.28778,A,B,4.21,0,57.0,42,62,Male,1,89400
42.04,D,10.0,2.61997,B,A,3.05875,1,68.0,44,63,Male,3,89404
14.88,B,1.0,2.63938,A,E,3.045,0,,62,89,Male,2,89405
61.1,A,8.0,2.92842,B,A,3.34,0,87.0,50,67,Male,1,89406
92.75,B,,2.90836,C,B,3.625,0,,51,73,Male,2,89412
36.15,C,3.0,2.98221,A,C,4.65875,3,37.0,53,78,Male,2,89413
47.07,C,10.0,2.65563,B,B,3.53,0,,51,62,Female,2,89414
14.68,E,0.0,,,C,4.20375,0,,45,56,Male,3,89416
30.81,C,1.0,2.80724,A,E,3.52,2,37.0,52,72,Male,2,89420
30.35,B,10.0,2.59192,A,A,2.3,0,61.0,46,66,Female,2,89424
54.85,,10.0,,,A,2.72125,0,42.0,58,81,Male,3,89425
91.02,A,10.0,3.06853,B,B,2.88625,0,,55,89,Male,3,89428
17.78,B,10.0,2.94436,C,A,4.04875,0,105.0,45,82,Male,2,89431
47.69,A,10.0,2.58055,B,A,3.22,1,,53,79,Male,1,89432
7.76,D,3.0,2.4624,A,B,1.585,1,,46,57,Male,3,89433
54.72,B,3.0,2.85354,A,A,1.95375,3,59.0,55,98,Female,2,89436
65.05,,,2.6779,B,D,2.74,1,,59,83,Female,3,89437
35.51,,10.0,2.84484,A,B,3.325,0,79.0,48,70,Male,3,89438
29.84,B,3.0,2.96792,A,A,2.11,1,54.0,54,86,Male,1,89440
70.51,E,5.0,2.91612,B,A,2.37,0,44.0,60,112,Female,3,89441
91.59,E,4.0,2.92262,A,D,3.12125,0,,59,80,Male,3,89442
13.85,,4.0,3.10486,A,I,4.02,2,,55,72,Female,2,89444
56.08,B,,2.74087,B,A,3.77,2,,51,76,Female,2,89445
20.72,A,7.0,2.43257,A,A,1.83375,0,,59,78,Male,2,89446
77.04,A,10.0,2.81383,C,B,2.51875,0,,53,73,Female,3,89447
84.02,D,4.0,2.86363,C,A,2.13375,0,83.0,50,85,Male,3,89448
89.42,C,6.0,2.84904,C,A,2.275,3,,44,59,Male,2,89450
54.66,C,8.0,2.85029,A,A,2.2125,4,54.0,55,88,Male,3,89451
17.9,D,6.0,2.53088,B,A,4.45625,0,,44,55,Male,3,89453
7.5,C,5.0,,,G,4.185,0,48.0,55,95,Male,2,89454
76.03,,7.0,2.84962,C,A,2.07625,0,56.0,52,87,Male,3,89457
4.98,E,2.0,,,A,2.99625,1,50.0,45,61,Male,3,89458
16.9,B,7.0,2.84826,C,B,1.67125,0,63.0,51,87,Female,2,89459
53.92,D,2.0,,,C,3.5175,0,65.0,47,70,Male,1,89460
54.58,D,5.0,2.61195,C,A,3.005,0,70.0,46,66,Male,3,89462
11.75,E,5.0,2.771,A,H,2.79,1,,51,65,Male,3,89463
62.82,D,2.0,,,A,2.19625,2,36.0,52,73,Female,3,89464
46.54,A,4.0,2.95688,A,A,3.87625,1,,54,96,Female,1,89465
19.45,C,4.0,2.56903,B,A,1.145,0,,55,77,Male,2,89466
75.62,A,,2.89616,C,A,1.84625,0,,50,78,Male,1,89468
30.85,,6.0,2.50202,A,A,2.745,0,111.0,52,77,Male,2,89469
18.66,C,9.0,2.91413,B,A,1.675,0,,54,82,Male,2,89470
45.37,D,10.0,2.59378,A,A,1.6925,0,,55,72,Male,3,89471
25.49,C,2.0,2.69115,B,A,3.755,3,91.0,45,81,Female,2,89473
87.08,,9.0,3.11171,C,B,2.4775,0,79.0,54,74,Male,2,89474
108.51,C,9.0,3.08207,C,B,2.51625,0,,53,87,Male,3,89477
5.02,A,8.0,2.75841,A,A,3.0925,1,,52,81,Female,2,89479
38.29,B,5.0,2.77605,A,A,2.6975,1,,51,68,Male,1,89480
16.78,A,0.0,,,K,3.21,1,,56,77,Female,1,89481
20.03,B,10.0,2.67379,B,A,4.46625,3,,52,92,Male,2,89482
60.57,A,2.0,2.97611,C,A,3.795,1,52.0,47,73,Male,1,89484
52.98,B,0.0,,,B,3.255,0,69.0,51,85,Female,1,89487
46.8,C,0.0,2.61087,B,B,1.81375,1,,54,76,Female,3,89489
63.86,B,6.0,,,A,3.22375,0,44.0,49,75,Male,2,89490
23.18,B,6.0,2.90593,C,E,2.95125,1,63.0,54,77,Male,2,89492
60.7,A,10.0,,,A,3.26875,0,,51,75,Male,1,89493
106.28,E,10.0,2.9544,C,A,2.1125,0,62.0,57,89,Male,3,89494
9.04,D,9.0,,,D,3.515,0,,55,70,Male,3,89496
63.06,D,0.0,2.65203,B,A,0.81625,0,86.0,54,77,Male,3,89501
106.99,,4.0,3.23047,C,A,1.7625,2,,54,93,Male,3,89503
37.49,C,5.0,2.97328,C,A,3.64875,0,,50,64,Male,2,89505
27.1,A,5.0,,,A,2.6625,0,,49,71,Male,1,89506
14.62,,10.0,2.95308,A,A,3.21875,1,35.0,55,74,Male,1,89507
96.75,D,9.0,2.8406,B,B,1.48125,0,38.0,51,79,Male,3,89508
107.12,C,3.0,3.16122,B,A,3.91625,1,43.0,60,94,Male,2,89509
38.19,E,10.0,2.69688,B,A,1.7875,0,71.0,54,105,Female,3,89511
18.11,C,4.0,2.79725,A,D,3.32125,0,,46,62,Male,1,89512
46.04,B,5.0,,,B,3.60125,0,,49,70,Male,2,89513
17.69,B,10.0,2.81057,A,B,1.255,1,,60,94,Female,2,89514
31.66,A,0.0,2.48697,A,J,2.975,0,,50,64,Female,1,89515
68.49,,3.0,2.76783,B,B,2.25,5,,51,65,Female,3,89516
24.65,B,2.0,2.6953,C,C,2.95125,1,,47,80,Male,1,89518
62.22,,10.0,2.84738,C,B,3.815,0,,47,58,Male,3,89520
76.91,,10.0,2.92067,C,A,2.75875,0,33.0,54,88,Male,3,89521
48.95,C,10.0,2.89084,C,A,4.30125,0,,45,59,Male,2,89522
73.08,A,5.0,3.29098,C,A,3.4825,0,72.0,50,81,Female,1,89525
33.15,A,4.0,2.58593,A,A,3.515,0,,45,66,Male,1,89526
15.74,D,2.0,2.65978,A,A,3.18375,3,76.0,45,60,Male,3,89528
50.46,B,3.0,2.78044,A,B,3.7275,1,,46,60,Male,2,89529
107.27,D,3.0,3.34075,C,C,4.33875,0,,47,75,Male,3,89531
45.04,C,9.0,2.64841,A,A,2.7,0,,58,87,Female,2,89533
22.2,C,1.0,,,A,2.49,0,,47,62,Male,2,89534
56.44,A,4.0,2.80393,B,B,2.9775,0,,51,85,Male,1,89535
37.19,B,10.0,2.90083,C,A,4.28125,1,39.0,56,97,Male,2,89537
30.32,,9.0,,,A,4.5275,0,36.0,51,72,Male,1,89539
32.22,C,8.0,2.99942,A,A,1.9525,1,,48,67,Female,2,89541
15.66,B,3.0,2.85442,A,D,1.31,0,42.0,54,80,Female,1,89542
45.17,E,8.0,2.57108,B,B,3.81125,0,43.0,48,62,Male,3,89543
65.42,,10.0,3.02451,C,B,1.88875,1,,52,71,Male,2,89544
67.38,D,10.0,2.70144,B,A,2.66625,3,,53,77,Female,3,89545
32.6,D,,,,B,1.30875,1,,46,64,Female,3,89549
60.82,E,9.0,2.65016,C,B,0.84375,0,48.0,51,83,Male,3,89550
2.08,B,0.0,,,J,3.9025,3,,45,57,Male,2,89553
12.68,B,0.0,2.36575,A,B,1.68125,1,,53,89,Male,2,89554
84.68,B,10.0,3.09838,A,A,3.78875,0,,58,83,Male,2,89557
18.93,B,10.0,2.88473,A,A,2.0575,0,,52,74,Male,2,89558
36.98,B,7.0,,,A,2.05,2,51.0,48,70,Male,2,89559
47.62,B,10.0,,,A,3.03,0,74.0,52,78,Male,3,89560
64.14,D,8.0,2.67523,C,A,2.06375,0,,52,75,Female,3,89561
70.27,C,5.0,2.84787,C,A,1.78375,1,108.0,58,80,Female,3,89562
60.04,A,10.0,3.04457,B,B,3.9325,0,71.0,54,79,Female,1,89563
77.26,C,6.0,3.41528,A,D,3.8375,2,,62,117,Male,2,89565
20.25,A,2.0,2.93148,A,B,3.675,0,54.0,55,78,Female,1,89566
18.6,,4.0,2.57279,A,J,2.22,0,,57,76,Male,3,89567
45.4,A,0.0,2.87898,C,A,2.2325,1,71.0,52,80,Male,2,89569
108.82,,10.0,3.39896,C,A,4.125,1,,51,68,Male,3,89570
38.53,E,5.0,2.70167,A,A,1.045,0,36.0,74,109,Female,3,89571
15.54,A,5.0,2.58993,C,H,2.83625,0,82.0,50,72,Male,1,89573
3.39,B,8.0,,,A,3.405,0,,44,57,Female,2,89574
46.92,C,7.0,3.07905,B,A,3.5175,0,,47,67,Female,2,89575
37.06,A,3.0,2.46424,C,B,2.48,0,,46,65,Female,1,89577
18.7,A,8.0,2.66091,A,A,4.60875,0,,47,65,Female,1,89578
19.21,E,10.0,2.76025,B,D,4.6425,2,77.0,48,83,Male,2,89580
24.06,A,10.0,2.70604,A,B,1.37625,0,,67,87,Male,1,89581
61.05,A,10.0,3.24329,B,A,3.2175,1,71.0,52,78,Male,1,89582
76.67,C,2.0,3.11262,B,A,1.7975,0,36.0,47,83,Female,3,89585
17.83,C,7.0,2.5485,B,H,0.795,0,102.0,65,98,Male,2,89586
77.59,B,10.0,2.91634,B,B,3.94875,2,39.0,48,78,Female,2,89587
25.59,,8.0,2.43339,B,A,2.44625,1,95.0,47,70,Male,3,89588
35.63,C,4.0,2.78405,A,D,2.6425,0,,53,77,Female,3,89589
73.41,E,6.0,2.97834,B,B,2.57875,1,,49,70,Male,3,89591
14.97,A,10.0,3.11329,A,G,4.335,0,,48,66,Male,1,89593
55.74,E,10.0,3.03583,C,A,3.7,0,75.0,52,85,Male,1,89596
61.24,B,10.0,,,A,3.36125,2,40.0,51,77,Male,2,89599
35.38,A,,,,A,3.24625,1,59.0,57,74,Female,2,89603
60.31,B,10.0,2.7976,C,C,2.79625,1,61.0,53,99,Male,2,89605
52.39,,0.0,,,B,4.02375,0,101.0,54,68,Male,2,89606
36.6,,3.0,3.04167,A,A,3.515,2,,47,75,Female,2,89609
21.08,C,10.0,2.81612,C,A,4.44375,0,,52,69,Male,2,89610
93.96,E,6.0,2.99978,B,A,2.56125,1,46.0,75,93,Male,3,89611
17.13,A,9.0,2.59545,A,A,3.1775,0,,54,74,Male,1,89615
17.93,,0.0,2.71557,A,A,2.6525,2,,46,60,Male,2,89616
90.07,D,10.0,3.07803,B,B,3.80875,1,,44,60,Male,2,89617
24.2,C,3.0,2.60132,B,A,3.6725,0,98.0,49,64,Male,2,89619
14.2,B,0.0,2.65636,C,G,2.38125,1,,66,99,Male,2,89620
92.29,A,0.0,3.0959,B,A,1.57625,1,,55,80,Male,2,89621
87.65,A,0.0,3.10313,B,A,4.765,0,53.0,44,63,Male,1,89624
6.7,A,10.0,2.66164,A,A,4.01625,0,,46,60,Male,1,89625
21.92,D,6.0,2.66311,A,A,1.905,0,62.0,49,75,Male,3,89627
52.31,C,3.0,2.69612,C,A,3.15125,0,34.0,54,70,Male,2,89629
31.3,D,0.0,2.48674,A,A,2.735,0,,44,56,Female,3,89630
25.64,,3.0,2.36284,C,A,2.23125,1,,48,64,Male,3,89631
27.25,B,4.0,2.6105,A,A,2.78,0,78.0,46,63,Female,2,89633
45.06,B,10.0,3.01557,B,A,0.50625,0,,63,111,Female,2,89634
11.4,C,,2.55145,B,C,1.4125,0,,51,85,Female,2,89636
29.73,,10.0,,,A,2.7075,1,,51,73,Male,1,89637
20.01,,1.0,2.36491,A,B,1.99,1,76.0,51,71,Male,3,89638
30.59,,,2.532,B,A,1.245,1,89.0,50,77,Female,3,89639
54.62,C,2.0,2.85824,A,B,2.97625,0,,50,83,Male,2,89640
90.84,C,10.0,2.80748,A,A,1.455,0,43.0,52,76,Female,3,89642
107.81,D,10.0,2.99915,B,B,0.79875,0,48.0,53,72,Female,3,89643
60.77,E,1.0,2.89322,B,A,3.3925,0,,46,66,Male,3,89644
32.13,A,10.0,2.69941,A,B,2.59,0,40.0,53,77,Female,1,89645
61.33,B,5.0,2.88615,B,A,1.41,0,,54,74,Male,2,89650
60.74,A,10.0,,,B,4.28375,1,,48,62,Male,1,89651
23.07,A,1.0,2.74376,A,A,2.995,0,,50,77,Male,1,89654
14.45,B,4.0,2.7421,A,A,4.7275,0,38.0,48,63,Male,2,89655
33.72,E,2.0,2.56166,C,A,1.9875,0,,50,69,Male,3,89657
11.94,A,3.0,2.77645,A,C,3.9875,0,56.0,46,61,Male,1,89658
31.43,A,3.0,2.64482,A,B,3.28625,1,,52,78,Male,1,89663
87.3,B,10.0,3.00281,B,B,3.1475,0,102.0,58,93,Male,1,89667
23.64,A,5.0,2.78022,A,D,4.6825,0,98.0,46,70,Male,1,89668
22.45,A,0.0,2.31406,A,B,1.39,0,,49,67,Male,1,89669
76.32,B,6.0,2.68624,B,A,3.64,2,102.0,46,62,Male,2,89670
97.63,C,4.0,2.95633,C,B,1.29375,0,,52,71,Female,2,89672
28.76,D,10.0,2.54599,C,A,2.78375,0,,49,66,Female,3,89673
62.3,,10.0,3.00201,C,A,1.95625,1,,48,74,Male,2,89674
25.11,C,10.0,,,A,1.0525,0,63.0,56,85,Male,2,89675
13.56,B,5.0,2.65509,B,K,3.725,2,68.0,46,70,Male,3,89677
14.73,A,3.0,2.36483,B,A,1.16875,0,,50,62,Male,1,89678
66.24,B,10.0,2.68542,B,A,1.46625,0,,50,74,Male,2,89679
15.75,D,6.0,2.93928,C,A,2.76,0,96.0,50,67,Female,2,89680
51.38,B,10.0,3.01449,C,A,3.06,0,64.0,67,109,Female,2,89685
29.87,D,9.0,2.66327,B,C,1.5125,2,,49,78,Female,2,89686
40.97,C,2.0,2.63176,C,A,3.07125,0,97.0,46,76,Male,3,89687
95.34,C,6.0,2.78947,B,A,2.38,0,,54,74,Male,2,89688
22.32,C,6.0,3.14565,B,A,3.66375,1,61.0,50,72,Female,3,89689
46.9,C,2.0,2.74367,A,B,3.73875,0,,45,58,Male,2,89690
56.41,C,10.0,2.62368,B,C,2.8425,0,59.0,50,67,Female,3,89692
74.19,A,0.0,,,E,3.69,3,,54,77,Male,1,89694
53.25,B,1.0,,,A,2.295,0,,49,75,Male,2,89695
77.04,,10.0,2.69883,B,B,2.78875,0,79.0,51,72,Male,2,89697
51.22,A,10.0,2.66897,A,B,3.33125,0,,51,74,Female,1,89698
30.62,B,10.0,2.46207,A,B,1.925,0,,53,73,Male,2,89699
55.65,C,3.0,2.90994,B,A,0.785,0,77.0,55,83,Male,3,89700
3.83,B,10.0,2.42467,C,E,2.17,0,56.0,48,65,Male,2,89701
30.59,B,10.0,,,B,2.77,1,,55,84,Male,1,89702
16.37,C,1.0,2.92635,C,A,3.88375,0,,45,69,Male,2,89704
35.39,B,10.0,2.64244,A,A,1.38,0,,57,80,Female,2,89705
14.89,D,3.0,2.51834,C,A,3.70125,0,,48,63,Male,3,89706
53.5,C,10.0,2.90831,C,A,1.14625,1,54.0,51,71,Male,3,89707
16.02,E,,2.64287,B,J,3.71375,1,,56,92,Male,1,89708
29.12,B,10.0,2.85896,C,A,2.45375,0,70.0,50,66,Female,2,89711
28.83,E,5.0,2.70609,A,A,3.3775,0,92.0,48,63,Male,3,89712
29.39,D,4.0,2.48782,B,A,3.005,3,65.0,48,71,Male,3,89714
29.42,B,10.0,2.55825,A,B,2.68375,0,76.0,49,62,Male,2,89717
17.33,,4.0,2.5203,A,G,3.50875,1,39.0,43,55,Male,2,89718
59.46,,0.0,,,A,2.445,0,39.0,45,65,Male,3,89719
93.21,B,10.0,3.00181,C,B,2.58,0,44.0,52,74,Male,2,89720
47.96,,10.0,2.69367,C,A,1.0725,0,72.0,46,71,Male,3,89721
100.27,B,,,,A,1.27,1,,58,92,Female,3,89723
61.23,B,2.0,,,B,3.025,0,36.0,54,81,Male,2,89724
51.36,B,2.0,2.7962,C,A,2.8,1,42.0,56,79,Female,2,89725
87.52,,5.0,3.06511,B,A,2.46625,0,,53,77,Male,1,89726
38.68,A,4.0,2.84663,A,B,3.31125,0,,58,79,Male,1,89727
29.78,B,7.0,,,A,2.065,0,,55,84,Male,1,89728
36.38,D,6.0,2.62803,A,A,2.2925,0,99.0,51,73,Male,3,89729
108.89,B,6.0,2.90575,B,A,1.07375,1,,52,79,Male,2,89732
15.09,A,10.0,2.49536,A,A,4.15375,0,,48,69,Male,1,89733
31.35,B,7.0,2.73426,A,D,2.5075,1,78.0,51,77,Male,2,89734
46.01,B,,2.83938,B,A,2.77125,0,,48,78,Male,2,89735
48.35,,5.0,2.60352,C,A,1.475,3,,54,73,Female,3,89737
73.25,E,10.0,2.89994,B,A,3.42,1,36.0,50,80,Male,3,89738
24.58,,2.0,2.56725,C,A,3.46375,0,,49,64,Female,2,89742
64.58,C,10.0,2.93973,C,A,2.05375,0,63.0,56,82,Male,2,89744
47.63,D,10.0,2.72454,C,A,1.6175,0,,62,88,Male,3,89745
95.4,C,9.0,2.85925,C,A,2.4475,1,49.0,57,91,Male,2,89748
11.1,D,6.0,,,A,3.80875,0,,44,54,Male,3,89750
31.92,A,0.0,2.80914,B,A,2.69375,1,,49,80,Male,2,89751
45.57,B,3.0,2.70404,C,D,3.51875,1,,53,64,Male,3,89752
65.66,,10.0,2.96509,C,C,0.28625,1,,57,95,Male,3,89754
31.44,E,1.0,2.65118,A,A,2.69625,0,,44,59,Female,3,89755
74.54,C,,3.17839,C,B,3.3825,0,38.0,50,66,Male,2,89756
60.07,,6.0,,,B,4.2375,2,148.0,50,71,Female,2,89757
18.03,,3.0,2.77414,B,A,1.3175,3,65.0,51,70,Female,3,89761
17.78,C,7.0,2.65527,B,A,2.20875,3,41.0,67,79,Male,2,89762
47.9,B,8.0,2.97916,A,A,4.59875,1,52.0,46,78,Male,2,89763
15.9,C,8.0,2.48277,B,D,4.675,1,,44,55,Male,2,89764
19.05,A,5.0,,,A,2.975,0,,49,66,Male,1,89765
77.46,D,7.0,2.94202,C,B,3.53875,1,57.0,52,72,Male,3,89767
29.75,E,7.0,2.84377,B,B,3.33125,0,95.0,45,62,Male,3,89768
107.52,,6.0,3.01921,B,B,3.02625,1,38.0,53,80,Male,3,89769
24.37,A,2.0,2.5056,C,B,3.59625,0,,45,56,Male,1,89770
36.54,B,10.0,2.7385,A,A,3.1975,0,,60,74,Male,2,89771
36.39,D,10.0,2.80739,B,A,3.32,0,,48,67,Female,3,89775
31.74,D,3.0,2.59218,C,B,2.9675,1,,50,73,Male,2,89777
31.82,,4.0,,,B,1.78125,2,,45,58,Male,3,89778
56.21,,8.0,3.17377,A,B,3.13,1,71.0,51,81,Female,1,89782
93.39,E,0.0,,,A,1.9375,3,36.0,51,70,Male,3,89783
36.55,B,8.0,2.80782,B,A,0.71875,0,,54,78,Female,1,89787
58.93,B,9.0,2.55889,A,A,2.86,1,,51,70,Female,2,89788
86.06,,1.0,3.29979,B,A,4.8375,0,,48,85,Male,1,89789
53.47,A,10.0,2.83014,C,A,3.5,1,,53,86,Male,1,89792
60.49,B,10.0,3.09597,C,A,2.46,1,85.0,62,110,Female,2,89793
108.78,B,10.0,3.09862,B,B,4.03375,0,,46,62,Male,2,89794
18.65,B,6.0,2.48078,A,E,3.04,0,,47,58,Male,1,89795
55.17,C,10.0,2.5965,C,B,1.4225,0,110.0,51,87,Female,2,89796
107.65,,2.0,3.27703,B,A,2.62125,0,,54,92,Male,1,89798
14.5,A,0.0,2.89095,B,C,4.70375,0,39.0,47,75,Female,1,89799
70.37,E,5.0,2.70972,B,A,2.635,0,43.0,51,74,Male,2,89804
56.72,C,9.0,2.86061,C,A,1.865,0,95.0,56,77,Male,2,89805
34.19,A,10.0,2.76796,A,B,3.35,1,57.0,65,106,Female,1,89806
47.05,,10.0,2.72916,B,G,4.73,2,,45,59,Female,3,89808
20.48,A,10.0,3.04479,A,A,3.7925,1,,64,91,Male,1,89809
60.1,B,8.0,,,A,3.72125,3,,51,82,Male,2,89811
31.11,,3.0,2.69743,C,C,2.705,0,41.0,47,76,Male,1,89812
29.86,,8.0,2.74005,B,A,3.05125,1,84.0,48,75,Female,2,89814
35.83,C,10.0,2.61609,C,B,2.35,1,,47,62,Female,2,89815
26.1,B,7.0,3.04482,A,A,3.4675,1,58.0,52,66,Female,2,89816
18.22,C,8.0,,,B,3.9775,3,83.0,50,71,Female,2,89817
16.41,C,8.0,2.74506,C,D,1.6775,1,,48,64,Female,2,89819
106.22,C,10.0,2.96862,C,A,2.2,0,,49,89,Male,2,89820
31.74,E,1.0,2.7999,C,C,3.455,0,,49,61,Male,2,89821
44.22,D,10.0,,,B,0.97375,0,,51,67,Male,3,89822
